"Year","Nat.Elec.Rate","Rural.Elec.Rate","Urban.Elec.Rate","country"
" 2003"," 0.05","0"," 0","South Sudan"
" 2004"," 0.17","0"," 0","South Sudan"
" 2005"," 0.42","0"," 0","South Sudan"
" 2006"," 0.75","0.02","0","South Sudan"
" 2007","1.2","0.07","0","South Sudan"
" 2008"," 1.66","0.24","0","South Sudan"
" 2009"," 3","0.6","16.6","South Sudan"
" 2010","1.5"," 0.7","4","South Sudan"
" 2011"," 3.08","1.72","9.28","South Sudan"
" 2012","3.56"," 2.36","8.98","South Sudan"
" 2013","4.05"," 3"," 8.68","South Sudan"
" 2014","4.53"," 3.65","8.39","South Sudan"
" 1990"," 100"," 100"," 100","Spain"
" 1991"," 100"," 100"," 100","Spain"
" 1992"," 100"," 100"," 100","Spain"
" 1993"," 100"," 100"," 100","Spain"
" 1994"," 100"," 100"," 100","Spain"
" 1995"," 100"," 100"," 100","Spain"
" 1996"," 100"," 100"," 100","Spain"
" 1997"," 100"," 100"," 100","Spain"
" 1998"," 100"," 100"," 100","Spain"
" 1999"," 100"," 100"," 100","Spain"
" 2000"," 100"," 100"," 100","Spain"
" 2001"," 100"," 100"," 100","Spain"
" 2002"," 100"," 100"," 100","Spain"
" 2003"," 100"," 100"," 100","Spain"
" 2004"," 100"," 100"," 100","Spain"
" 2005"," 100"," 100"," 100","Spain"
" 2006"," 100"," 100"," 100","Spain"
" 2007"," 100"," 100"," 100","Spain"
" 2008"," 100"," 100"," 100","Spain"
" 2009"," 100"," 100"," 100","Spain"
" 2010"," 100"," 100"," 100","Spain"
" 2011"," 100"," 100"," 100","Spain"
" 2012","100","100","100","Spain"
" 2013","100","100","100","Spain"
" 2014","100","100","100","Spain"
" 1990"," 52.6"," 50.77","0","Sri Lanka"
" 1991","54.31"," 52.49","0","Sri Lanka"
" 1992","56.02","54.2","0","Sri Lanka"
" 1993","57.72"," 55.91","0","Sri Lanka"
" 1994","59.43"," 57.62","0","Sri Lanka"
" 1995","61.12"," 59.32","0","Sri Lanka"
" 1996"," 62.8"," 61"," 0","Sri Lanka"
" 1997","64.47"," 62.67","0","Sri Lanka"
" 1998","66.13"," 64.31","0","Sri Lanka"
" 1999","67.76"," 65.94","0","Sri Lanka"
" 2000","69.38"," 67.55","0","Sri Lanka"
" 2001"," 63.6"," 62"," 85.3","Sri Lanka"
" 2002"," 80.7","78.3","91.3","Sri Lanka"
" 2003","74.19"," 72.34"," 82.39","Sri Lanka"
" 2004","75.79"," 73.95"," 83.96","Sri Lanka"
" 2005"," 77.4"," 75.57","85.5","Sri Lanka"
" 2006","79.01"," 77.21"," 87","Sri Lanka"
" 2007","80"," 78.5","95.3","Sri Lanka"
" 2008","82.27"," 80.56"," 89.85","Sri Lanka"
" 2009","83.91"," 82.27"," 91.22","Sri Lanka"
" 2010"," 85.3","84.1","95.6","Sri Lanka"
" 2011","87.76"," 86.15"," 96.83","Sri Lanka"
" 2012"," 88.87","87.46","95.19","Sri Lanka"
" 2013","90.2"," 88.8"," 98","Sri Lanka"
" 2014"," 92.19","90.94","97.76","Sri Lanka"
" 1990"," 32.8","13.2","66.1","Sudan"
" 1991","31.47"," 12.33"," 76.48","Sudan"
" 1992","31.86"," 12.98"," 73.68","Sudan"
" 1993","32.24"," 13.62"," 71.57","Sudan"
" 1994","32.61"," 14.25","71.3","Sudan"
" 1995","32.98"," 14.87"," 71.03","Sudan"
" 1996","33.33"," 15.49"," 70.76","Sudan"
" 1997","33.67"," 16.08"," 70.48","Sudan"
" 1998","34","16.66"," 70.19","Sudan"
" 1999"," 34.3"," 17.21"," 69.89","Sudan"
" 2000"," 34.6"," 17.75"," 69.59","Sudan"
" 2001","34.88"," 18.28"," 69.27","Sudan"
" 2002","35.15"," 18.81"," 68.94","Sudan"
" 2003","35.42"," 19.33","68.6","Sudan"
" 2004","35.69"," 19.87"," 68.25","Sudan"
" 2005","35.97"," 20.42"," 67.89","Sudan"
" 2006","36.25"," 20.99"," 67.51","Sudan"
" 2007","36.55"," 21.58"," 67.12","Sudan"
" 2008","36.85"," 22.19"," 66.73","Sudan"
" 2009","29","15","58","Sudan"
" 2010","37.49"," 23.48"," 65.84","Sudan"
" 2011","37.82"," 24.14"," 65.35","Sudan"
" 2012"," 38.15","24.81","64.85","Sudan"
" 2013"," 38.48","25.48","64.34","Sudan"
" 2014","44.9"," 31.7"," 76.3","Sudan"
" 1990","96.91"," 99.78"," 0","Suriname"
" 1991","97.23"," 99.69"," 0","Suriname"
" 1992","97.55"," 99.61"," 0","Suriname"
" 1993","97.86"," 99.52"," 0","Suriname"
" 1994","98.17"," 99.43"," 0","Suriname"
" 1995","98.47"," 99.33"," 0","Suriname"
" 1996","98.75"," 99.21"," 0","Suriname"
" 1997","99.03"," 99.08"," 0","Suriname"
" 1998","99.29"," 98.93"," 0","Suriname"
" 1999","99.62"," 99","99.62","Suriname"
" 2000","99.74"," 98.56","100","Suriname"
" 2001","99.89"," 98.37","100","Suriname"
" 2002","99.97"," 98.16","100","Suriname"
" 2003"," 100","97.96","100","Suriname"
" 2004"," 100","97.77","100","Suriname"
" 2005"," 100","97.59","100","Suriname"
" 2006"," 100","97.43","100","Suriname"
" 2007"," 100","97.29","100","Suriname"
" 2008"," 100","97.18","100","Suriname"
" 2009"," 100","97.09","100","Suriname"
" 2010"," 100","97.01","100","Suriname"
" 2011"," 100","96.94","100","Suriname"
" 2012","100"," 96.88"," 100","Suriname"
" 2013","100"," 96.82"," 100","Suriname"
" 2014","100"," 96.77"," 100","Suriname"
" 1990"," 0","13.07"," 0","Swaziland"
" 1991","0.2"," 13.67"," 0","Swaziland"
" 1992"," 0.83"," 14.27"," 0","Swaziland"
" 1993"," 1.31"," 14.87"," 0","Swaziland"
" 1994","4.3"," 15.46"," 0","Swaziland"
" 1995"," 7.28"," 16.04"," 0","Swaziland"
" 1996","10.25"," 16.61"," 0","Swaziland"
" 1997"," 13.2"," 17.16"," 0","Swaziland"
" 1998","16.14"," 17.69"," 0","Swaziland"
" 1999","19.07","18.2"," 0","Swaziland"
" 2000","21.97","18.7"," 0","Swaziland"
" 2001"," 26.9"," 19.19"," 0","Swaziland"
" 2002","27.76"," 19.67"," 55.75","Swaziland"
" 2003","30.64"," 20.15"," 67.22","Swaziland"
" 2004","33.53"," 20.64"," 78.79","Swaziland"
" 2005","36.42"," 21.15"," 90.45","Swaziland"
" 2006"," 35.2","21.7","63.4","Swaziland"
" 2007","42.23"," 22.22","100","Swaziland"
" 2008","45.15"," 22.79","100","Swaziland"
" 2009","48.08"," 23.38","100","Swaziland"
" 2010","51.01"," 23.99","100","Swaziland"
" 2011","53.96"," 24.61","100","Swaziland"
" 2012","56.9","25.23"," 100","Swaziland"
" 2013"," 59.85","25.86"," 100","Swaziland"
" 2014"," 65"," 26.49"," 100","Swaziland"
" 1990"," 100"," 100"," 100","Sweden"
" 1991"," 100"," 100"," 100","Sweden"
" 1992"," 100"," 100"," 100","Sweden"
" 1993"," 100"," 100"," 100","Sweden"
" 1994"," 100"," 100"," 100","Sweden"
" 1995"," 100"," 100"," 100","Sweden"
" 1996"," 100"," 100"," 100","Sweden"
" 1997"," 100"," 100"," 100","Sweden"
" 1998"," 100"," 100"," 100","Sweden"
" 1999"," 100"," 100"," 100","Sweden"
" 2000"," 100"," 100"," 100","Sweden"
" 2001"," 100"," 100"," 100","Sweden"
" 2002"," 100"," 100"," 100","Sweden"
" 2003"," 100"," 100"," 100","Sweden"
" 2004"," 100"," 100"," 100","Sweden"
" 2005"," 100"," 100"," 100","Sweden"
" 2006"," 100"," 100"," 100","Sweden"
" 2007"," 100"," 100"," 100","Sweden"
" 2008"," 100"," 100"," 100","Sweden"
" 2009"," 100"," 100"," 100","Sweden"
" 2010"," 100"," 100"," 100","Sweden"
" 2011"," 100"," 100"," 100","Sweden"
" 2012","100","100","100","Sweden"
" 2013","100","100","100","Sweden"
" 2014","100","100","100","Sweden"
" 1990"," 100"," 100"," 100","Switzerland"
" 1991"," 100"," 100"," 100","Switzerland"
" 1992"," 100"," 100"," 100","Switzerland"
" 1993"," 100"," 100"," 100","Switzerland"
" 1994"," 100"," 100"," 100","Switzerland"
" 1995"," 100"," 100"," 100","Switzerland"
" 1996"," 100"," 100"," 100","Switzerland"
" 1997"," 100"," 100"," 100","Switzerland"
" 1998"," 100"," 100"," 100","Switzerland"
" 1999"," 100"," 100"," 100","Switzerland"
" 2000"," 100"," 100"," 100","Switzerland"
" 2001"," 100"," 100"," 100","Switzerland"
" 2002"," 100"," 100"," 100","Switzerland"
" 2003"," 100"," 100"," 100","Switzerland"
" 2004"," 100"," 100"," 100","Switzerland"
" 2005"," 100"," 100"," 100","Switzerland"
" 2006"," 100"," 100"," 100","Switzerland"
" 2007"," 100"," 100"," 100","Switzerland"
" 2008"," 100"," 100"," 100","Switzerland"
" 2009"," 100"," 100"," 100","Switzerland"
" 2010"," 100"," 100"," 100","Switzerland"
" 2011"," 100"," 100"," 100","Switzerland"
" 2012","100","100","100","Switzerland"
" 2013","100","100","100","Switzerland"
" 2014","100","100","100","Switzerland"
" 1990","77.07"," 61.39"," 0","Syrian Arab Republic"
" 1991","77.91"," 62.48"," 0","Syrian Arab Republic"
" 1992","78.75"," 63.56"," 0","Syrian Arab Republic"
" 1993","79.59"," 64.65"," 0","Syrian Arab Republic"
" 1994","80.43"," 65.72"," 0","Syrian Arab Republic"
" 1995","81.26"," 66.79"," 0","Syrian Arab Republic"
" 1996","82.07"," 67.84"," 0","Syrian Arab Republic"
" 1997","82.87"," 68.88"," 0","Syrian Arab Republic"
" 1998","83.66","69.9"," 0","Syrian Arab Republic"
" 1999","84.43"," 70.89"," 0","Syrian Arab Republic"
" 2000","85.18"," 71.87"," 0","Syrian Arab Republic"
" 2001","85.92"," 72.85"," 0","Syrian Arab Republic"
" 2002"," 86.6","73.6","99.5","Syrian Arab Republic"
" 2003","87.39"," 74.78"," 98.55","Syrian Arab Republic"
" 2004","88.12"," 75.76","98.9","Syrian Arab Republic"
" 2005","88.86"," 76.75"," 99.26","Syrian Arab Republic"
" 2006"," 89.6"," 77.76"," 99.63","Syrian Arab Republic"
" 2007","90.36"," 78.79","100","Syrian Arab Republic"
" 2008","91.12"," 79.85","100","Syrian Arab Republic"
" 2009"," 91.9"," 80.92","100","Syrian Arab Republic"
" 2010"," 92.7"," 82.01","100","Syrian Arab Republic"
" 2011","93.47"," 83.11","100","Syrian Arab Republic"
" 2012"," 94.26","84.22"," 100","Syrian Arab Republic"
" 2013"," 95.05","85.34"," 100","Syrian Arab Republic"
" 2014"," 95.84","86.45"," 100","Syrian Arab Republic"
" 1990","96.79"," 98.94"," 0","Tajikistan"
" 1991","96.99"," 99","0","Tajikistan"
" 1992","97.18"," 99.06"," 0","Tajikistan"
" 1993","97.37"," 99.11"," 0","Tajikistan"
" 1994","97.56"," 99.15"," 0","Tajikistan"
" 1995","97.73"," 99.19"," 0","Tajikistan"
" 1996"," 97.9"," 99.22"," 0","Tajikistan"
" 1997","98.05"," 99.22"," 0","Tajikistan"
" 1998","98.19"," 99.21"," 0","Tajikistan"
" 1999","97","99.18"," 0","Tajikistan"
" 2000","98.41"," 99.13"," 96.42","Tajikistan"
" 2001","98.51"," 99.07"," 96.93","Tajikistan"
" 2002","99","99.01"," 98.98","Tajikistan"
" 2003"," 100","99"," 99.9","Tajikistan"
" 2004","98.76"," 98.89"," 98.38","Tajikistan"
" 2005"," 99.3","99.1","99.7","Tajikistan"
" 2006","98.94"," 98.83"," 99.23","Tajikistan"
" 2007","99.05"," 98.84"," 99.62","Tajikistan"
" 2008","99.16"," 98.86"," 99.99","Tajikistan"
" 2009","99","98.91"," 99.25","Tajikistan"
" 2010","99.42"," 98.97","100","Tajikistan"
" 2011","99.56"," 99.04","100","Tajikistan"
" 2012","99.1"," 98.8","99.8","Tajikistan"
" 2013"," 99.85","99.21"," 100","Tajikistan"
" 2014"," 99.99","99.29"," 100","Tajikistan"
" 1990"," 5.33","0.21"," 0","Tanzania United Rep"
" 1991"," 5.81","0.41"," 0","Tanzania United Rep"
" 1992","6.8"," 1.3","23.9","Tanzania United Rep"
" 1993"," 6.78","0.81"," 30.85","Tanzania United Rep"
" 1994"," 7.25","1","31.95","Tanzania United Rep"
" 1995"," 7.72","1.18"," 33.02","Tanzania United Rep"
" 1996","9.4"," 1.8","35.5","Tanzania United Rep"
" 1997"," 8.62"," 1.5"," 35.03","Tanzania United Rep"
" 1998"," 9.05","1.64"," 35.98","Tanzania United Rep"
" 1999"," 8","1.1","27.3","Tanzania United Rep"
" 2000"," 9.85","1.84"," 37.75","Tanzania United Rep"
" 2001","10.24","1.93"," 38.57","Tanzania United Rep"
" 2002","10.61","2.01"," 39.35","Tanzania United Rep"
" 2003"," 11.1"," 1.8","36.5","Tanzania United Rep"
" 2004"," 11.4"," 1.6","38.9","Tanzania United Rep"
" 2005","11.74","2.29"," 40.32","Tanzania United Rep"
" 2006","12.12","2.41"," 40.53","Tanzania United Rep"
" 2007","12.52","2.56"," 40.69","Tanzania United Rep"
" 2008"," 11.5"," 2.1","40.1","Tanzania United Rep"
" 2009"," 11.2","2"," 43.5","Tanzania United Rep"
" 2010"," 14.8"," 3.7","46.2","Tanzania United Rep"
" 2011"," 14.2"," 4.1","42.9","Tanzania United Rep"
" 2012","15.3","3.6"," 46.4","Tanzania United Rep"
" 2013","16.4","4.2"," 50.3","Tanzania United Rep"
" 2014","15.5"," 4.03","41.16","Tanzania United Rep"
" 1990","65.16"," 77.52","0","Thailand"
" 1991","66.92"," 78.52","0","Thailand"
" 1992","68.68"," 79.52","0","Thailand"
" 1993","70.44"," 80.52","0","Thailand"
" 1994","72.19"," 81.51","0","Thailand"
" 1995","73.94"," 82.49","0","Thailand"
" 1996","75.67"," 83.46","0","Thailand"
" 1997"," 77.4"," 84.41","0","Thailand"
" 1998"," 79.1"," 85.35","0","Thailand"
" 1999","80.79"," 86.26","0","Thailand"
" 2000"," 82.1"," 87"," 99.9","Thailand"
" 2001","84.12"," 88.04"," 76","Thailand"
" 2002","85.78"," 88.93","79.6","Thailand"
" 2003","87.43"," 89.81"," 83","Thailand"
" 2004","89.08","90.7"," 86.22","Thailand"
" 2005","90.73"," 91.61"," 89.27","Thailand"
" 2006"," 92.4"," 92.53"," 92.18","Thailand"
" 2007","94.07"," 93.48"," 94.95","Thailand"
" 2008","95.76"," 94.46","97.6","Thailand"
" 2009","97.45"," 95.45","100","Thailand"
" 2010"," 99.7"," 97"," 100","Thailand"
" 2011"," 99.5"," 97.47","100","Thailand"
" 2012"," 99.88"," 98.5"," 100","Thailand"
" 2013"," 99.99","99.53"," 100","Thailand"
" 2014","100","100","100","Thailand"
" 1990"," 8.61","0","0","Timor Leste"
" 1991"," 10.2","0","0","Timor Leste"
" 1992","11.79","0","0","Timor Leste"
" 1993","13.38","0","0","Timor Leste"
" 1994","14.97","0","0","Timor Leste"
" 1995","16.54","0","0","Timor Leste"
" 1996","18.11","0","0","Timor Leste"
" 1997","19.66","0","0","Timor Leste"
" 1998"," 21.2","0","0","Timor Leste"
" 1999","22.71","0","0","Timor Leste"
" 2000","24.22","0","0","Timor Leste"
" 2001"," 25.6","0.36"," 0","Timor Leste"
" 2002","27.19"," 3.1"," 99.56","Timor Leste"
" 2003"," 27.7"," 3.2","73.6","Timor Leste"
" 2004","30.16","8.59"," 92.47","Timor Leste"
" 2005","31.64"," 11.35"," 88.45","Timor Leste"
" 2006","33.14"," 14.14"," 84.68","Timor Leste"
" 2007"," 36.6","20.3","82.3","Timor Leste"
" 2008","36.16"," 19.78"," 77.86","Timor Leste"
" 2009","37.68"," 22.63"," 74.82","Timor Leste"
" 2010","38","24"," 83.4","Timor Leste"
" 2011","40.75"," 28.37"," 69.43","Timor Leste"
" 2012"," 42.29","31.25","67.08","Timor Leste"
" 2013"," 43.84","34.13","64.95","Timor Leste"
" 2014"," 45.38","37.02","63.04","Timor Leste"
" 1990"," 0"," 0","0","Togo"
" 1991"," 0.97","0","0","Togo"
" 1992"," 2.12","0","0","Togo"
" 1993"," 4.13","0","0","Togo"
" 1994"," 6.14","0","0","Togo"
" 1995"," 8.14","0","0","Togo"
" 1996","10.13","0","0","Togo"
" 1997"," 12.1","0.34"," 0","Togo"
" 1998"," 15.3"," 2.4","41.2","Togo"
" 1999","16"," 5.25"," 38.38","Togo"
" 2000","16.97","7.68"," 35.91","Togo"
" 2001","19.85","10.1"," 39.32","Togo"
" 2002","21.75"," 12.51"," 39.84","Togo"
" 2003","23.66"," 14.93","40.4","Togo"
" 2004","25.56"," 17.36"," 40.99","Togo"
" 2005","27.47"," 19.79"," 41.62","Togo"
" 2006"," 27.9"," 6.1","64.9","Togo"
" 2007","31.32"," 24.74"," 42.96","Togo"
" 2008","33.26"," 27.24"," 43.69","Togo"
" 2009","35.21"," 29.77"," 44.45","Togo"
" 2010","37.16"," 32.31"," 45.25","Togo"
" 2011"," 39.7","77.9","10.2","Togo"
" 2012"," 41.09","37.42","46.96","Togo"
" 2013"," 43.06","39.98","47.87","Togo"
" 2014","45.7"," 16.3"," 83.2","Togo"
" 1990","77.78"," 88.81"," 0","Tonga"
" 1991","78.57"," 88.97"," 0","Tonga"
" 1992","79.36"," 89.12"," 0","Tonga"
" 1993","80.15"," 89.27"," 0","Tonga"
" 1994","80","89.41"," 0","Tonga"
" 1995"," 81.7"," 89.55"," 55.22","Tonga"
" 1996","82.46"," 89.67"," 58.18","Tonga"
" 1997","83.21"," 89.77"," 61.13","Tonga"
" 1998","83.94"," 89.86"," 64.07","Tonga"
" 1999","84.65"," 89.92"," 66.99","Tonga"
" 2000","85.35"," 89.97"," 69.89","Tonga"
" 2001","86.04"," 90.01"," 72.77","Tonga"
" 2002","86.72"," 90.04"," 75.63","Tonga"
" 2003","87.39"," 90.08"," 78.45","Tonga"
" 2004","88.07"," 90.12"," 81.25","Tonga"
" 2005","88.75"," 90.18"," 84.02","Tonga"
" 2006"," 92.3","90.7"," 97.71","Tonga"
" 2007","90.15"," 90.36"," 89.43","Tonga"
" 2008","90.86"," 90.48"," 92.08","Tonga"
" 2009","91.58"," 90.63","94.7","Tonga"
" 2010","92.31"," 90.79"," 97.28","Tonga"
" 2011","92.18","90.6"," 97.32","Tonga"
" 2012","92.8"," 91.3","97.7","Tonga"
" 2013"," 94.51","91.31"," 100","Tonga"
" 2014"," 95.25","91.49"," 100","Tonga"
" 1990","82.42"," 93.33"," 0","Trinidad And Tobago"
" 1991","83.35"," 93.64"," 0","Trinidad And Tobago"
" 1992","84.27"," 93.95"," 0","Trinidad And Tobago"
" 1993"," 85.2"," 94.26"," 0","Trinidad And Tobago"
" 1994","86.12"," 94.56"," 0","Trinidad And Tobago"
" 1995","87.03"," 94.85"," 0","Trinidad And Tobago"
" 1996","87.93"," 95.13"," 0","Trinidad And Tobago"
" 1997","88.82"," 95.39"," 0","Trinidad And Tobago"
" 1998","89.69"," 95.63"," 0","Trinidad And Tobago"
" 1999","90.55"," 95.86"," 0","Trinidad And Tobago"
" 2000","91.29","96.2","100","Trinidad And Tobago"
" 2001","92.21"," 96.26"," 58.11","Trinidad And Tobago"
" 2002","93.03"," 96.45"," 63.69","Trinidad And Tobago"
" 2003","93.85"," 96.64"," 69.42","Trinidad And Tobago"
" 2004","94.67"," 96.84"," 75.28","Trinidad And Tobago"
" 2005","95.49"," 97.06"," 81.25","Trinidad And Tobago"
" 2006","96.32"," 97.29"," 87.34","Trinidad And Tobago"
" 2007","97.16"," 97.55"," 93.51","Trinidad And Tobago"
" 2008","98.01"," 97.83"," 99.76","Trinidad And Tobago"
" 2009","99","98"," 100","Trinidad And Tobago"
" 2010","99.43"," 98.45","100","Trinidad And Tobago"
" 2011"," 99.8"," 98.77","100","Trinidad And Tobago"
" 2012"," 99.96","99.11"," 100","Trinidad And Tobago"
" 2013","100"," 99.44"," 100","Trinidad And Tobago"
" 2014","100"," 99.78"," 100","Trinidad And Tobago"
" 1990","88.01"," 95.26"," 0","Tunisia"
" 1991","88.67"," 95.49"," 0","Tunisia"
" 1992","89.33"," 95.71"," 0","Tunisia"
" 1993","89.99"," 95.93"," 0","Tunisia"
" 1994"," 86.8"," 96.14"," 0","Tunisia"
" 1995"," 88.7"," 96.34"," 83.91","Tunisia"
" 1996"," 90.4"," 96.54"," 86.62","Tunisia"
" 1997","92","96.71"," 89.15","Tunisia"
" 1998"," 93.2"," 96.86"," 91.02","Tunisia"
" 1999"," 94.2"," 97","92.56","Tunisia"
" 2000"," 94.8"," 97.12"," 93.46","Tunisia"
" 2001"," 97.3"," 97.22"," 97.34","Tunisia"
" 2002"," 97.8"," 97.33"," 98.06","Tunisia"
" 2003"," 98.4"," 97.43"," 98.93","Tunisia"
" 2004","99","97.55"," 99.78","Tunisia"
" 2005"," 99.3"," 97.67","100","Tunisia"
" 2006"," 99.4"," 97.82","100","Tunisia"
" 2007"," 99.4"," 98.47","100","Tunisia"
" 2008"," 99.4"," 98.19","100","Tunisia"
" 2009"," 99.5","98.4","100","Tunisia"
" 2010"," 99.5"," 98.63"," 99.95","Tunisia"
" 2011"," 99.5"," 98.87"," 99.83","Tunisia"
" 2012","99.5","99.11"," 99.7","Tunisia"
" 2013","99.7","99.36","99.87","Tunisia"
" 2014","99.8","99.61","99.89","Tunisia"
" 1990","88.15"," 88.43"," 0","Turkey"
" 1991"," 88.8"," 89.07"," 0","Turkey"
" 1992","89.46","89.7"," 0","Turkey"
" 1993","90.11"," 90.33"," 0","Turkey"
" 1994","90.75"," 90.95"," 0","Turkey"
" 1995","91.39"," 91.56"," 0","Turkey"
" 1996","92.02"," 92.17"," 0","Turkey"
" 1997","92.63"," 92.75"," 0","Turkey"
" 1998","93.23"," 93.32"," 0","Turkey"
" 1999","93.81"," 93.86"," 0","Turkey"
" 2000","94.38"," 94.39"," 0","Turkey"
" 2001","94.93"," 94.91"," 0","Turkey"
" 2002","95.48"," 95.42"," 0","Turkey"
" 2003","96.02"," 95.94"," 0","Turkey"
" 2004","96.56"," 96.46"," 0","Turkey"
" 2005","97.11"," 97","0","Turkey"
" 2006","97.67"," 97.55"," 0","Turkey"
" 2007","98.24"," 98.14"," 0","Turkey"
" 2008","98.81"," 98.74"," 0","Turkey"
" 2009","99.33"," 99.36"," 0","Turkey"
" 2010"," 100"," 100"," 100","Turkey"
" 2011","99.92","100","99.89","Turkey"
" 2012"," 99.99"," 100"," 99.99","Turkey"
" 2013","100","100","100","Turkey"
" 2014","100","100","100","Turkey"
" 1990","98.15"," 98.29"," 0","Turkmenistan"
" 1991","98.32"," 98.44"," 0","Turkmenistan"
" 1992","98.48"," 98.59"," 0","Turkmenistan"
" 1993","98.63"," 98.73"," 0","Turkmenistan"
" 1994","98.78"," 98.87"," 0","Turkmenistan"
" 1995","98.93"," 99","0","Turkmenistan"
" 1996","99.06"," 99.12"," 0","Turkmenistan"
" 1997","99.18"," 99.22"," 0","Turkmenistan"
" 1998","99.28"," 99.31"," 0","Turkmenistan"
" 1999","99.37"," 99.37"," 0","Turkmenistan"
" 2000"," 99.6","99.6","99.7","Turkmenistan"
" 2001","99.51"," 99.45"," 99.59","Turkmenistan"
" 2002","99.57"," 99.48"," 99.67","Turkmenistan"
" 2003","99.62"," 99.51"," 99.75","Turkmenistan"
" 2004","99.67"," 99.55"," 99.82","Turkmenistan"
" 2005","99.73","99.6"," 99.88","Turkmenistan"
" 2006"," 99.8"," 99.68"," 99.93","Turkmenistan"
" 2007","99.87"," 99.77"," 99.97","Turkmenistan"
" 2008","99.93","99.9"," 99.97","Turkmenistan"
" 2009","99.97","100","99.94","Turkmenistan"
" 2010"," 100"," 100"," 100","Turkmenistan"
" 2011"," 100"," 100"," 100","Turkmenistan"
" 2012","100","100","100","Turkmenistan"
" 2013","100","100","100","Turkmenistan"
" 2014","100","100","100","Turkmenistan"
" 1990"," 88.7"," 99.84","100","Turks And Caicos Islands"
" 1991","90.57","99.9"," 87.54","Turks And Caicos Islands"
" 1992","90.82"," 99.96"," 88.05","Turks And Caicos Islands"
" 1993","91.07","100","88.53","Turks And Caicos Islands"
" 1994","91.32","100","89","Turks And Caicos Islands"
" 1995","91.56","100","89.44","Turks And Caicos Islands"
" 1996","91.79","100","89.85","Turks And Caicos Islands"
" 1997","92"," 100","90.23","Turks And Caicos Islands"
" 1998"," 92.2","100","90.58","Turks And Caicos Islands"
" 1999","92.38","100"," 90.9","Turks And Caicos Islands"
" 2000"," 95.6","100"," 94.8","Turks And Caicos Islands"
" 2001"," 92.7","100","91.45","Turks And Caicos Islands"
" 2002","92.85"," 99.96"," 91.69","Turks And Caicos Islands"
" 2003","92.99","99.9"," 91.93","Turks And Caicos Islands"
" 2004","93.14"," 99.85"," 92.15","Turks And Caicos Islands"
" 2005","93.29"," 99.81"," 92.37","Turks And Caicos Islands"
" 2006","93.44","99.8","92.6","Turks And Caicos Islands"
" 2007","93.61"," 99.81"," 92.83","Turks And Caicos Islands"
" 2008","93.79"," 99.84"," 93.06","Turks And Caicos Islands"
" 2009","93.98"," 99.89","93.3","Turks And Caicos Islands"
" 2010","94.17"," 99.96"," 93.55","Turks And Caicos Islands"
" 2011","94.37","100","93.79","Turks And Caicos Islands"
